Datetime, gameDurationSeconds, gameDurationMinutes, larvaHints, injectHints, keysCount, larvaHPM, injectHPM, KPM, SQ,comment,ovieHints,oviesHPM
14.08.2020 23:10,603, 10:03,13,4,1426,1.29,0.40,141, ??,
14.08.2020 23:35,603, 10:03,14,3,1761,1.39,0.30,175, ??,
15.08.2020 00:03,515, 08:35,9,3,1242,1.05,0.35,144, ??,
16.08.2020 00:14,606, 10:06,14,1,1954,1.39,0.10,193, ??,
16.08.2020 00:49,603, 10:03,15,2,1552,1.49,0.20,154, ??,
16.08.2020 01:04,603, 10:03,18,3,1756,1.79,0.30,174, ??,
16.08.2020 01:22,590, 09:50,14,4,1134,1.42,0.41,115, ??,
16.08.2020 05:26,604, 10:04,8,2,1928,0.79,0.20,191, ??,
17.08.2020 14:56,339, 05:39,4,0,1088,0.71,0.00,192, ??,
17.08.2020 15:22,358, 05:58,5,0,920,0.84,0.00,153, ??,
20.08.2020 23:57,346, 05:46,3,1,1090,0.52,0.17,188, ??,
21.08.2020 00:07,369, 06:09,3,2,852,0.49,0.32,138, ??,
21.08.2020 00:14,223, 03:43,1,0,753,0.27,0.00,201, ??,
21.08.2020 00:25,604, 10:04,5,0,2101,0.50,0.00,208, ??,
21.08.2020 00:50,603, 10:03,16,4,1345,1.59,0.40,133, ??,
21.08.2020 01:08,452, 07:32,7,0,1378,0.93,0.00,182, ??,
21.08.2020 01:22,603, 10:03,17,0,1354,1.69,0.00,134, ??,
21.08.2020 01:44,604, 10:04,12,1,1707,1.19,0.10,169, ??,
21.08.2020 02:06,409, 06:49,6,1,1311,0.88,0.15,192, ??,
21.08.2020 02:11,171, 02:51,2,1,307,0.70,0.35,107, ??,
21.08.2020 02:25,603, 10:03,11,0,2018,1.09,0.00,200, ??,
21.08.2020 02:41,302, 05:02,2,1,1046,0.40,0.20,207, ??,
21.08.2020 02:52,603, 10:03,11,3,1954,1.09,0.30,194, ??,
21.08.2020 03:11,603, 10:03,12,0,2072,1.19,0.00,206, ??,
21.08.2020 17:44,603, 10:03,13,2,1696,1.29,0.20,168, ??,
